id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40825817,Recamara cerca de Anzures y Polanco,57696925,Luis,,Miguel Hidalgo,19.4466,-99.17339,Private room,210,1,2,2020-03-23,0.09,1,89,0,
40840320,Increible departamento con vista al WTC de la CDMX,51622446,Alberto,,Benito Juárez,19.39657,-99.17499,Entire home/apt,1457,1,4,2021-11-19,0.22,7,365,3,
40840548,Cozy apartment in Roma Norte,26038915,Myriam,,Cuauhtémoc,19.42369,-99.1601,Entire home/apt,1300,2,7,2021-11-02,0.29,1,7,3,
40842607,"Habitación en Fracc. privado, Col. Lindavista",317864079,Sergio,,Gustavo A. Madero,19.49625,-99.14459,Entire home/apt,297,1,5,2021-10-13,0.22,1,119,3,
40844723,Stylish Mexican PH: 2bed/bath in an amazing area,370029802,Val,,Miguel Hidalgo,19.41439,-99.18468,Entire home/apt,4720,1,38,2021-12-12,1.68,20,177,26,
40846629,Se renta departamento a 2 cuadras de Reforma,317905129,Edith,,Cuauhtémoc,19.43229,-99.16497,Entire home/apt,1300,7,1,2020-01-30,0.04,1,335,0,
40846987,"Cmfy & Cool flat, perfect location > WiFi 150mbps",9557015,Erika & J.C,,Cuauhtémoc,19.42011,-99.15954,Entire home/apt,2870,2,26,2021-12-18,1.07,16,280,17,
40849491,"Céntrico, súper ubicado departamento del  Valle c",20636595,Eduardo,,Benito Juárez,19.38901,-99.17078,Entire home/apt,1340,4,25,2021-12-10,1.04,3,350,15,
40858892,Cuarto completo acogedor y tranquilo para ti!!!,35042188,Dafne,,Tlalpan,19.29644,-99.16075,Private room,265,2,19,2021-10-10,0.78,6,239,15,
40859723,Departamento acogedor en Cuajimalpa,68142572,Heidi,,Cuajimalpa de Morelos,19.35623,-99.28927,Entire home/apt,1000,3,1,2020-11-15,0.07,1,364,0,
40860291,"Departamento en narvarte, céntrico.",37612629,Ricardo,,Benito Juárez,19.39313,-99.14795,Entire home/apt,500,3,5,2021-08-22,0.21,1,153,3,
40862603,Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.3996,-99.17682,Entire home/apt,820,1,32,2021-12-14,1.32,109,0,12,
40862911,Large beautiful room with private bathroom!,101356343,Omar,,Benito Juárez,19.35851,-99.15226,Private room,309,5,6,2020-08-31,0.27,1,178,0,
40863218,Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.401,-99.17508,Entire home/apt,823,1,57,2021-12-17,2.32,109,328,29,
40863487,Renta de habitación Individual ( San Jeronimo),57373445,Hiromi,,La Magdalena Contreras,19.32027,-99.22657,Private room,380,1,2,2020-03-14,0.09,1,365,0,
40863573,DEL VALLE/WIFI/CLEANING/ NEAR COYOACAN/WTC/CONDESA,318062329,Alba,,Benito Juárez,19.37687,-99.17003,Entire home/apt,1514,7,13,2021-11-27,0.54,10,153,10,
40863654,Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.40048,-99.17685,Entire home/apt,1263,1,64,2021-12-07,2.75,109,360,40,
40863781,"Departamento cómodo, higiénico y ubicadísimo.",291094794,Gerardo,,Miguel Hidalgo,19.43827,-99.20722,Entire home/apt,914,1,2,2020-03-18,0.08,1,112,0,
40863918,Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.40103,-99.17537,Entire home/apt,807,1,62,2021-11-28,2.53,109,361,27,
40864223,Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.39961,-99.17686,Entire home/apt,750,1,64,2021-10-28,2.62,109,330,24,
40865705,Habitacion,75521136,Zazil,,Benito Juárez,19.37606,-99.16036,Private room,250,7,0,,,1,83,0,
40865852,Zona de Hospitales Tlalpan Habitación Privada,48717020,Hostales Del Sur,,Tlalpan,19.284704,-99.163033,Private room,530,1,3,2021-10-01,0.54,7,358,3,
40870460,Departamento Delta Siglo XXI EXCELENTE UBICACIÓN,157045540,Eduardo,,Benito Juárez,19.39877,-99.15573,Entire home/apt,1450,4,1,2021-11-30,1,1,364,1,
40870908,Loft Dulce Recuerdo!,254447625,Maria,,Cuauhtémoc,19.43041,-99.14765,Entire home/apt,1200,2,16,2021-11-02,0.66,1,180,4,
40871626,Beautiful double suite with balcony,91265490,HOMi,,Cuauhtémoc,19.43384,-99.16712,Entire home/apt,793,1,61,2021-12-09,2.49,109,358,34,
40871868,Beautiful double suite,91265490,HOMi,,Cuauhtémoc,19.43414,-99.16886,Entire home/apt,742,1,67,2021-12-18,2.72,109,358,31,
40872021,Beautiful Apartment perfect Location,91265490,HOMi,,Cuauhtémoc,19.43414,-99.16752,Entire home/apt,947,1,52,2021-12-23,2.12,109,350,42,
40872263,Beautiful Flat perfect Location,91265490,HOMi,,Cuauhtémoc,19.43441,-99.16916,Entire home/apt,950,1,44,2021-11-05,1.79,109,327,16,
40872522,Beautiful Apartment perfect Location,91265490,HOMi,,Cuauhtémoc,19.43303,-99.16911,Entire home/apt,4504,1,0,,,109,349,0,
40873731,Casa Tuna Coyoacán,72770846,Zulema,,Coyoacán,19.34681,-99.16357,Private room,2680,1,9,2021-08-15,0.37,8,363,2,
40873938,"Privacidad, naturaleza, ubicación y seguridad...",280202065,Job C,,Álvaro Obregón,19.34936,-99.2537,Entire home/apt,810,3,20,2021-12-09,0.87,1,357,8,
40886746,Coyoacán espacio ideal,59232007,Héctor,,Álvaro Obregón,19.35445,-99.17563,Entire home/apt,990,2,5,2020-03-29,0.21,1,142,0,
40888001,"Qro506, Cuicuilco,Insurgentes,Hospitales,INP",198283087,Augusto,,Tlalpan,19.28835,-99.18586,Entire home/apt,320,2,5,2021-11-08,0.23,6,365,1,
40889481,Zona de Hospitales de Tlalpan Habitación Triple,48717020,Hostales Del Sur,,Tlalpan,19.28413,-99.16211,Private room,780,1,1,2021-02-05,0.09,7,365,1,
40890140,EL RASCACIELITO,91265490,HOMi,,Cuauhtémoc,19.43425,-99.16912,Entire home/apt,4000,1,0,,,109,353,0,
40891444,Estudio en Plaza Cibeles,231316744,Rossana,,Cuauhtémoc,19.42123,-99.16577,Entire home/apt,1011,2,5,2020-01-31,0.21,1,358,0,
40891457,DIVINO CON 3 RECÁMARAS A LADO DE ANTARA POLANCO,104400812,Ma. Fernanda,,Miguel Hidalgo,19.44236,-99.20158,Entire home/apt,1600,1,11,2021-12-05,0.45,11,240,10,
40893466,Loft para 1 o 2 en Coyoacán,318497618,Chelo,,Coyoacán,19.32823,-99.14424,Entire home/apt,327,2,18,2021-12-18,0.74,1,350,5,
40895397,Habitación a 5 cuadras de Casa de Frida Kahlo,90963939,Davide,,Coyoacán,19.35311,-99.15508,Private room,516,5,0,,,7,88,0,
40897434,Casa Tranki al sur de la Ciudad,76924488,Victor,,Tlalpan,19.26271,-99.17793,Private room,800,2,0,,,2,365,0,
40898535,"Amplio, mágico Depto Chapultepec lleno de encantos",310983748,Maria,,Miguel Hidalgo,19.41003,-99.18885,Entire home/apt,2061,30,0,,,6,365,0,
40898698,Magnifico Depto castillo bosque chapu  10 Personas,310983748,Maria,,Miguel Hidalgo,19.4181,-99.17991,Entire home/apt,1423,30,2,2019-12-29,0.08,6,365,0,
40898710,Lovely apartment in Roma Norte,10764020,Mr. W,,Cuauhtémoc,19.41805,-99.16035,Entire home/apt,2077,2,10,2021-11-27,0.42,68,360,6,
40899536,"Cabaña: ""El Nido del Águila"" en Bosque del Ajusco",318584475,Enrique,,Tlalpan,19.22725,-99.21989,Entire home/apt,1256,1,116,2021-12-19,4.77,1,174,59,
40902193,☆ Pool open now and great amenities ☆,370029802,Val,,Cuauhtémoc,19.43453,-99.15558,Entire home/apt,4520,1,31,2021-11-17,1.28,20,176,14,
40905701,Habitación independiente,277136063,Magie,,Venustiano Carranza,19.41015,-99.12603,Entire home/apt,260,5,0,,,1,179,0,
40915201,CasAna Condesa Suite Azul (Queen size bed),87547835,Gabriel,,Cuauhtémoc,19.41354,-99.17941,Private room,1100,1,8,2021-11-09,0.34,4,173,4,
40916013,Habitación soleada en Coyoacan Centro Histórico,318092367,Teresa,,Coyoacán,19.34405,-99.15588,Private room,350,2,1,2020-02-17,0.04,1,178,0,
40919623,HABITACIÓN EN LA COLONIA ROMA PARA 1 PERSONA,250181130,Paula,,Cuauhtémoc,19.41137,-99.15897,Private room,400,3,3,2021-10-31,0.12,7,293,1,
40922058,2 Bedrooms apt in Santa Fe,90963939,Davide,,Álvaro Obregón,19.37832,-99.25328,Entire home/apt,1149,7,16,2021-09-05,0.66,7,0,8,
40922569,Habitación a 5 cuadras del Museo Frida Kalho,90963939,Davide,,Coyoacán,19.35375,-99.15452,Private room,454,5,0,,,7,363,0,
40922689,2 Bedrooms Apt- Two blocks away Frida Khalo Museum,90963939,Davide,,Coyoacán,19.35312,-99.15442,Private room,515,3,4,2020-03-05,0.16,7,334,0,
40922753,100 Mbps - futon (queen size) room in fancy app.,6187180,Perla,,Miguel Hidalgo,19.40536,-99.18393,Private room,416,2,10,2021-11-15,0.43,3,83,5,
40922800,Acogedor  departamento en la Colonia del Valle,49135284,Espe,,Benito Juárez,19.37286,-99.17494,Entire home/apt,543,3,29,2021-12-02,1.19,1,68,19,
40944031,EL RASCACIELITO,91265490,HOMi,,Cuauhtémoc,19.43424,-99.16951,Entire home/apt,4800,1,6,2021-11-01,0.25,109,352,1,
40947919,Depa acogedor y excelente ubicación en la Condesa,21379148,Sheila,,Cuauhtémoc,19.40487,-99.17059,Entire home/apt,1031,2,7,2021-11-28,0.29,2,247,2,
40949134,Beautiful Loft | Park View | Roma,261857354,Mr. W,,Cuauhtémoc,19.42042,-99.15893,Entire home/apt,3238,1,35,2021-11-22,1.45,63,355,20,
40950275,Casa de Blanquis,319071335,Enrique,,Tlalpan,19.30486,-99.22985,Private room,1000,1,4,2021-04-27,0.16,1,180,1,
40952850,Tu Suite en Nuevo Polanco,64659736,Jorge Gabriel,,Miguel Hidalgo,19.44304,-99.20228,Private room,846,2,3,2021-10-02,0.13,2,81,1,
40963014,Ubicación ideal para conocer la Ciudad de México,36430592,Veronica,,Coyoacán,19.3115,-99.16829,Private room,721,1,0,,,1,365,0,
40967255,Recámara acogedora cerca de la Condesa,319043339,Noemi,,Miguel Hidalgo,19.40874,-99.18751,Private room,350,1,5,2021-11-29,0.21,1,365,1,
40968294,Peaceful and Cozy a block away from Reforma Av!,178427450,Rodrigo,,Cuauhtémoc,19.43002,-99.16526,Entire home/apt,1337,2,24,2021-11-09,1.04,14,121,14,
40968621,Habitación  No 2 las Almendras,274540725,Marina,,Álvaro Obregón,19.37213,-99.21434,Private room,340,2,1,2021-06-13,0.15,4,364,1,
40971310,Departamento para ti y tu mascota,311388042,Marisol,,Álvaro Obregón,19.39828,-99.21242,Entire home/apt,238,1,13,2021-11-09,0.56,1,68,7,
40972908,Superb Suite few steps away Masaryk.,137132393,Rodrigo,,Miguel Hidalgo,19.43208,-99.19356,Entire home/apt,1086,2,109,2021-12-20,4.46,16,274,63,
40990580,HUGE BEDROOM/STUDIO  IN THE HEART OF CONDESA,41870457,Magno,,Miguel Hidalgo,19.40174,-99.17929,Private room,1031,5,0,,,2,180,0,
40990973,Nuevo Edificio Miravalle / Hipódromo Condesa,261857354,Mr. W,,Cuauhtémoc,19.41164,-99.16924,Entire home/apt,3324,1,35,2021-12-05,1.48,63,339,26,
40990993,The Majestic | Private terrace | Condesa,261857354,Mr. W,,Cuauhtémoc,19.411495846732652,-99.17008900306735,Entire home/apt,4155,1,17,2021-11-28,0.74,63,355,12,
41003135,Departamento Naturaleza,91994083,Salvador,,Tlalpan,19.283,-99.23403,Entire home/apt,476,1,0,,,1,179,0,
41010869,Bonito departamento cerca del aeropuerto (CDMX),281428534,Rosa Maria,,Venustiano Carranza,19.42917,-99.09315,Entire home/apt,1500,1,6,2021-03-27,0.27,1,362,1,
41011657,A 4 minutos del Centro Comercial Santa Fe,31878037,Jorge,,Cuajimalpa de Morelos,19.36382,-99.28311,Entire home/apt,851,2,20,2021-11-21,0.84,2,363,10,
41018424,FLORDAMIAN,316802704,Diego Armando,,Cuauhtémoc,19.41668,-99.1765,Entire home/apt,2500,1,0,,,1,365,0,
41023288,Original Mexican,131681034,Isabel,,Cuauhtémoc,19.4166,-99.14419,Private room,350,1,4,2020-03-09,0.17,1,365,0,
41024688,de,221856483,Mauricio,,Álvaro Obregón,19.35527,-99.18985,Entire home/apt,5750,180,8,2020-09-27,0.33,1,365,0,
41025744,Relax Mexicano,310414448,Alice,,La Magdalena Contreras,19.32723343004529,-99.22699942026469,Private room,792,3,0,,,3,53,0,
41026163,Habitación muy agradable,256109718,Javier,,Gustavo A. Madero,19.48158,-99.10146,Shared room,650,1,0,,,1,179,0,
41028612,Departamento ideal Estudiantes y Académicos (CU),320292788,Eduardo,,Coyoacán,19.33224,-99.17822,Entire home/apt,700,2,1,2020-03-21,0.05,1,120,0,
41029162,"Cozy, Minimalist Spacious Fully Equipped Apartment",211553966,Paola,,Álvaro Obregón,19.37911,-99.25397,Entire home/apt,739,1,112,2021-12-11,4.67,1,63,55,
41030599,Mr. W | Whimsical Condesa Apartment,261857354,Mr. W,,Cuauhtémoc,19.4107,-99.17058,Entire home/apt,3713,1,73,2021-12-12,3.07,63,347,40,
41031002,CASA CHUCHIN,314172041,Ramiro,,Milpa Alta,19.19084,-99.09651,Private room,400,1,0,,,1,365,0,
41031345,Depa Hamburgo,100978445,Lulú,,Cuauhtémoc,19.42405,-99.17073,Entire home/apt,876,2,13,2020-03-18,0.54,1,3,0,
41031529,Condesa tree lined street 50% off long term rental,12451150,Javier,,Cuauhtémoc,19.41498,-99.17691,Entire home/apt,1547,3,18,2021-10-05,0.77,5,353,9,
41032653,Tranquilidad y Buen  Hambiente,320391324,Maria,,Tlalpan,19.30558,-99.13156,Private room,234,14,5,2021-12-08,0.94,2,338,5,
41034061,Cómodo departamento entero más terraza.,204069512,Bernardo,,Benito Juárez,19.39115,-99.13415,Entire home/apt,444,2,60,2021-12-20,2.51,1,173,29,
41035644,"Apartamento en el corazón de CDMX, Wifi, y Garage",320382256,Antonia,,Cuauhtémoc,19.42853,-99.1482,Entire home/apt,1034,6,87,2021-12-20,3.57,1,301,36,
41038913,"Polanco. Perfect location , quiet and green street",20440301,Hugo,,Miguel Hidalgo,19.43755,-99.18824,Entire home/apt,2120,2,95,2021-12-09,3.93,3,365,52,
41045134,短租商务旅游好地方，是中文房东,186577285,Jishuang,,Cuauhtémoc,19.43208,-99.14453,Private room,700,3,0,,,1,180,0,
41045414,Departamento a unos pasos de Ciudad Universitaria,320683966,Erik,,Coyoacán,19.33774,-99.17697,Entire home/apt,789,2,16,2020-12-29,0.69,1,147,1,
41046092,1 AMAZING & SUPER WELL LOCATED REFORMA/ANGEL,320683545,Abraham,,Cuauhtémoc,19.43047,-99.16401,Entire home/apt,3500,1,59,2021-11-15,2.49,1,349,29,
41046976,PH New Amazing Loft,241327887,Kristofer,,Benito Juárez,19.38567,-99.18068,Entire home/apt,1000,1,86,2021-12-04,3.74,22,347,69,
41047299,Habitación cerca de Gran Sur y Zona de Hospitales,37993259,Arturo,,Coyoacán,19.30685,-99.1645,Private room,350,1,0,,,2,173,0,
41049369,"Tu 'PIED À TERRE' en Polanco, CDMX",133002685,Graham,,Miguel Hidalgo,19.4321,-99.2067,Entire home/apt,3500,3,0,,,1,165,0,
41050457,Exquisitely decorated apartment with balcony,42602773,Susana,,Coyoacán,19.34214,-99.17001,Entire home/apt,846,2,33,2021-12-21,1.36,2,332,22,
41061134,Estancia Aeropuerto,320949649,Eduardo,,Venustiano Carranza,19.42601,-99.09503,Private room,450,1,47,2021-12-20,1.96,1,174,10,
41065478,Great apartament full equiped near business area,163090158,Aldo,,Cuauhtémoc,19.41452,-99.17339,Entire home/apt,2475,2,1,2021-11-08,0.63,1,171,1,
41066508,Amplio departamento cercano al centro histórico,224986521,Carol,,Venustiano Carranza,19.4371,-99.11032,Entire home/apt,395,5,16,2021-10-15,1.02,3,309,13,
41067924,Hermoso departamento cerca del Aeropuerto CDMX,321052340,Sergio,,Venustiano Carranza,19.448505702869372,-99.09629648748079,Entire home/apt,1250,3,1,2021-12-12,1,1,364,1,
41067953,Casa colonial,36584904,Ericka,,Cuauhtémoc,19.42938,-99.14475,Entire home/apt,533,3,18,2021-12-06,0.78,2,282,14,
41071441,"WTC a 5 min- 8 Condesa 
Bed Matrimonial🛏️
Amplia.",65916475,Lina M,,Benito Juárez,19.39054,-99.18463,Private room,304,1,24,2021-10-17,1.11,12,89,15,
41072332,Cómoda habi. WTC-Condesa-Polanco 10 min. Central.,309418028,Casa,,Benito Juárez,19.39086,-99.18438,Private room,320,3,2,2020-02-23,0.09,6,90,0,
41079537,Departamento Navidad 4,141928946,Victor Hugo,,Cuajimalpa de Morelos,19.37382,-99.28446,Private room,550,1,1,2021-11-26,1,2,90,1,
41081448,Departamento Navidad 3,141928946,Victor Hugo,,Cuajimalpa de Morelos,19.375,-99.28113,Private room,550,1,1,2020-11-08,0.07,2,90,0,
41085661,Tecamachalco 201,270372408,Andres,,Miguel Hidalgo,19.4315,-99.21588,Entire home/apt,2057,2,25,2021-12-20,1.06,14,82,17,
41085747,Estancia cómoda a 15min a pie del Aeropuerto,215259572,Virginia,,Venustiano Carranza,19.43731,-99.09691,Private room,260,1,12,2021-11-09,0.49,2,358,4,
41088572,Nice executive suite,222770189,Harvey,,Cuauhtémoc,19.42974,-99.15773,Entire home/apt,825,3,23,2021-12-08,1.01,1,71,17,
41100220,102 - STYLISH LOFT near WTC With ROOF TOP,241327887,Kristofer,,Benito Juárez,19.38555,-99.1813,Entire home/apt,807,1,112,2021-12-12,4.71,22,354,63,
41102380,Smart Apartment,201165173,Den,,Benito Juárez,19.3624,-99.14759,Entire home/apt,850,3,14,2021-12-05,0.62,1,330,10,
41105011,Cuarto Privado. 200 mts del metro Zapata.,104293933,Emma Isabel,,Benito Juárez,19.37254,-99.16312,Private room,290,1,20,2021-07-28,0.83,2,299,9,
41105034,Large Bedroom with Twin Size Bed,74018460,Antonio,,Álvaro Obregón,19.36423,-99.19391,Private room,247,2,12,2021-11-14,0.50,4,171,5,
41107123,Pequeño Apartamento en la Villa,137934150,Santi,,Gustavo A. Madero,19.48382,-99.12442,Entire home/apt,349,2,7,2020-11-17,0.29,6,90,0,
41107177,Apartamento entero en Roma Norte CDMX,26745349,Irupé,,Cuauhtémoc,19.41617,-99.15705,Entire home/apt,1134,1,0,,,1,173,0,
41109218,Wanderlust Vibes Flat 8.4km Frida M./10km airport,164088402,Denisse,,Iztapalapa,19.35657,-99.10873,Entire home/apt,549,22,16,2021-12-14,0.70,1,126,9,
41110285,cuarto con baño completo privado incluido,39532020,Shannthall,,Venustiano Carranza,19.40757,-99.10702,Private room,350,2,1,2020-03-16,0.05,6,363,0,
41112117,1 Bedroom Studio very close to Reforma,267983259,Marco,,Cuauhtémoc,19.42278,-99.17358,Entire home/apt,1768,1,1,2020-02-23,0.04,23,0,0,
41113583,Estudio en zona muy céntrica de la Benito Juarez,134152028,Lorena,,Benito Juárez,19.37826,-99.14677,Private room,350,2,2,2020-02-07,0.08,2,365,0,
41115029,habitación departamento cerca de plaza CARSO,249305266,Erika,,Miguel Hidalgo,19.44627,-99.21646,Private room,342,2,3,2020-03-15,0.13,1,365,0,
41115252,Cerca Hospital Belisario Dominguez UACM Sn Lorenzo,321717003,Cesar,,Iztapalapa,19.3217,-99.04539,Entire home/apt,215,1,13,2021-08-05,0.57,8,169,6,
41115748,Depto completo cerca metro Tezonco o Constitución,321717003,Cesar,,Iztapalapa,19.32248,-99.04649,Entire home/apt,249,1,12,2021-10-31,0.51,8,177,5,
41125474,"Habitación centro de Coyoacán, cerca de la UNAM.3",321843014,Karen Maria,,Coyoacán,19.34408,-99.16747,Private room,240,10,6,2021-08-31,0.27,3,245,3,
41127793,Habitación en la Hipodromo Condesa,78456925,Joaquin,,Cuauhtémoc,19.40397,-99.16976,Private room,218,5,35,2021-12-20,1.46,5,313,23,
41128904,Enjoy Mexico City in this King Bed loft!,163866440,Patricia,,Cuauhtémoc,19.41471,-99.17125,Entire home/apt,1850,2,8,2021-10-18,0.36,2,142,7,
41131643,Recámara Privada muy confortable .,191303728,Leonel,,Azcapotzalco,19.50063,-99.17316,Private room,260,5,6,2021-07-13,0.26,1,235,1,
41131943,Moderno departamento con hermosa vista panorámica.,311502224,Carolina,,Benito Juárez,19.40374,-99.1493,Entire home/apt,800,1,1,2020-01-02,0.04,1,358,0,
41132473,"Museums, Polanco, Safest Area #1, 3min Chapultepec",102957946,Antonio,,Cuauhtémoc,19.42588,-99.15243,Entire home/apt,1733,2,1,2021-02-15,0.10,4,363,1,
41135041,Apartamento amueblado a unos pasos de Reforma,87544364,Antonio,,Cuauhtémoc,19.43195,-99.1504,Entire home/apt,564,1,3,2020-06-20,0.14,10,238,0,
41135220,Lindo departamento con ubicación privilegiada,159538367,Lu,,Miguel Hidalgo,19.43976,-99.19106,Entire home/apt,607,30,0,,,1,364,0,
41139035,1o2 PERSONAS RECAMARA Metro escuadron 201,290955082,Tom,,Iztapalapa,19.36149,-99.11349,Private room,242,3,0,,,2,365,0,
41157400,50% off Beautiful Minimalist Chic 1BR Apt Polanco.,276724908,Trini,,Miguel Hidalgo,19.4395,-99.18374,Entire home/apt,1564,1,18,2021-11-08,0.76,4,362,13,
41157827,Depto remodelado excelente ubicación (5),7632571,Zuri,,Cuauhtémoc,19.43554,-99.16725,Entire home/apt,850,2,5,2021-11-08,0.22,10,354,4,
41158133,Hermosa recámara con baño privado,298011694,Gina,,Álvaro Obregón,19.34602,-99.20163,Private room,300,2,2,2021-10-23,0.09,2,0,1,
41158845,Confortable habitación privada en la CDMX ~🇲🇽~,259270239,Alicia,,Cuauhtémoc,19.42294,-99.12971,Private room,250,1,8,2020-12-08,0.35,2,56,0,
41159094,Recamara íntima ideal para parejas,294101089,Jaime,,Miguel Hidalgo,19.4054,-99.19385,Private room,309,3,4,2021-11-13,0.18,4,12,3,
41160583,El sol de la CDMX,121279837,Gerardo,,Cuauhtémoc,19.44085,-99.15514,Entire home/apt,1500,2,9,2020-03-20,0.39,1,69,0,
41168197,"Consiéntete y disfruta con estilo, alberca, gym.",1140427,Erick,,Cuauhtémoc,19.42107,-99.17142,Entire home/apt,943,2,47,2021-12-08,1.95,11,329,33,
41169094,Amplio seguro bonito excelente ubicación Sur CDMX,322705460,Mónica,,Tlalpan,19.30232,-99.21872,Entire home/apt,1150,1,5,2020-11-17,0.22,1,16,0,
41173227,"Cuarto Ajolote. Casa Vieja, cerca de Coyoacán.",285297238,Rubén Y Elvia,,Benito Juárez,19.36717,-99.16139,Private room,990,1,5,2020-03-15,0.21,6,300,0,
41176336,1 Bedroom Apartment near Reforma.,267983259,Marco,,Cuauhtémoc,19.42278,-99.17358,Entire home/apt,1768,1,4,2021-11-11,1.15,23,262,4,
41176818,1 Bedroom Luxury suite near Reforma.,267983259,Marco,,Cuauhtémoc,19.42278,-99.17358,Entire home/apt,1768,1,4,2021-10-16,0.17,23,181,1,
41177620,RENTA DE DEPTO. DE LUJO AMUEBLADO Y EQUIPADO,322793816,Jose Luis,,Miguel Hidalgo,19.43977,-99.18584,Entire home/apt,1500,3,14,2021-12-05,0.62,1,171,6,
41177855,Busco roomie larga estancia compartir departamento,179453476,Dafne,,Miguel Hidalgo,19.45586,-99.19585,Private room,210,132,0,,,1,365,0,
41178989,1 Bedroom Cozy Suite near Reforma,267983259,Marco,,Cuauhtémoc,19.42234,-99.17276,Entire home/apt,1768,1,3,2021-06-20,0.13,23,0,1,
41179289,1 Bedroom Delux Suite near Four Seasons,267983259,Marco,,Cuauhtémoc,19.42278,-99.17358,Entire home/apt,1850,1,4,2021-12-03,0.18,23,253,3,
41179420,1 Bedroom Suite near Reforma.,267983259,Marco,,Cuauhtémoc,19.42278,-99.17358,Entire home/apt,1709,1,0,,,23,265,0,
41181351,Casai Incredible New Spacious 2 BR/BA apt. in Polanco,236301634,Rosalia Dawn,,Miguel Hidalgo,19.43669,-99.20393,Entire home/apt,2752,1,19,2021-12-11,0.79,81,147,4,
41181742,Casai Huge 2 BR/BA. 5 min from Museo Soumaya/Carso,236301634,Rosalia Dawn,,Miguel Hidalgo,19.43775,-99.20404,Entire home/apt,2761,1,80,2021-12-22,3.34,81,157,48,
41182400,Luxury Condesa with the best view in town,87539949,Nayeli,,Cuauhtémoc,19.41565,-99.16617,Entire home/apt,8445,2,57,2021-11-23,2.42,8,35,37,
41183941,Depto Completo Grande Privado Iztapalapa Tlahuac,321717003,Cesar,,Iztapalapa,19.32239,-99.04636,Entire home/apt,260,1,19,2021-11-29,0.79,8,177,7,
41184518,Habitaciones amuebladas para estudiantes UNAM,246924406,Edmundo,,Coyoacán,19.30908,-99.17281,Shared room,250,30,1,2021-06-21,0.16,2,365,1,
41184609,iztapalapa Tlahuac Tezonco estacionamiento pareja,321717003,Cesar,,Iztapalapa,19.322,-99.04529,Entire home/apt,229,1,18,2021-11-06,0.76,8,158,6,
41190462,"Increíbles vistas de CDMX , céntrico y gimnasio.",34639817,Paloma,,Álvaro Obregón,19.38697,-99.19625,Entire home/apt,1340,2,54,2021-11-08,2.27,1,353,29,
41190601,Departamento nuevo para estrenarlo,161834633,Rey David,,Miguel Hidalgo,19.45892,-99.18561,Private room,1200,7,0,,,2,178,0,
41191114,Sunny & spacious 2-story apartment w/ two terraces,257242709,Ana Cecilia,,Cuauhtémoc,19.40667,-99.17924,Entire home/apt,2042,2,69,2021-12-23,2.90,2,257,43,
41191493,Casa Lu,320947434,Lucia,,Cuauhtémoc,19.42279,-99.14735,Private room,450,3,1,2020-03-29,0.05,1,178,0,
41191526,Polanco luxury neighborhood. 35% off long term!!,12451150,Javier,,Miguel Hidalgo,19.43104,-99.1982,Entire home/apt,3000,2,9,2021-11-24,0.39,5,340,2,
41192037,Espacio amigable,323051262,Pedro,,Cuauhtémoc,19.45881,-99.14136,Private room,375,1,0,,,1,365,0,
41194788,Tecamachalco 202,270372408,Andres,,Miguel Hidalgo,19.43219,-99.21577,Entire home/apt,2577,2,30,2021-11-30,1.25,14,90,18,
41195999,"Room in apartment, great location, pool and gym",267457206,Maru,,Miguel Hidalgo,19.4376,-99.17961,Private room,763,3,1,2020-02-16,0.04,3,133,0,
41197683,Prívate Room Near Polanco,241584266,Erick Guillermo,,Miguel Hidalgo,19.44426,-99.19397,Private room,480,2,13,2021-12-19,0.55,1,81,1,
41198159,Casa Itotia. Parque de los Venados,164172184,Kali,,Benito Juárez,19.37183,-99.15279,Private room,220,2,2,2020-02-22,0.09,1,89,0,
41210164,Renovated Condesa apt on Amsterdam: Modern & Cozy!,244484,David,,Cuauhtémoc,19.40954,-99.16929,Entire home/apt,3071,2,49,2021-12-21,2.19,1,0,38,
41210827,Bonito cuarto en departamento compartido,260671232,Azlan,,Azcapotzalco,19.49576,-99.20525,Private room,227,1,0,,,1,180,0,
41212502,Sunny  hydromassage tube & private bathroom - WIFI,323401359,Miguel Angel,,Iztapalapa,19.37058,-99.12445,Private room,621,2,7,2021-11-13,0.30,7,179,1,
41213438,Interior room ground floor private bathroom WIFI,323401359,Miguel Angel,,Iztapalapa,19.37088,-99.12475,Private room,295,3,10,2021-09-26,0.42,7,179,2,
41214363,Santa María la Ribera y..  ¿por que no? Somos Tres,305180007,Eduardo,,Cuauhtémoc,19.45038,-99.15498,Private room,350,1,50,2021-12-10,2.09,2,171,27,
41215451,New designer apartment,297208664,Marco,,Cuauhtémoc,19.40785,-99.17634,Entire home/apt,2033,2,16,2021-12-18,0.70,2,120,10,
