id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35797,Villa Dante,153786,Dici,,Cuajimalpa de Morelos,19.38283,-99.27178,Entire home/apt,4123,1,0,,,1,363,0,
44616,CONDESA HAUS  B&B,196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41162,-99.17794,Entire home/apt,15000,1,50,2021-08-23,0.41,10,344,1,
56074,Great space in historical San Rafael,265650,Maris,,Cuauhtémoc,19.43977,-99.15605,Entire home/apt,600,2,66,2021-11-21,0.50,2,364,10,
61792,Spacious Clean Quiet room (own bath) in la Condesa,299558,Roberto,,Cuauhtémoc,19.41083,-99.18057,Private room,1237,2,53,2021-12-13,1.05,1,178,1,
67703,"2 bedroom apt. deco bldg, Condesa",334451,Nicholas,,Cuauhtémoc,19.41152,-99.16857,Entire home/apt,1959,4,39,2019-02-24,0.32,2,332,0,
70644,Beautiful light Studio Coyoacan- full equipped !,212109,Trisha,,Coyoacán,19.35448,-99.16217,Entire home/apt,1606,4,106,2021-12-20,0.88,3,114,4,
107078,NEW  DESIGNER LOFT,540705,Andrea,,Miguel Hidalgo,19.43211,-99.19327,Entire home/apt,3878,4,10,2019-10-05,0.15,3,315,0,
131610,MARIA DEL ALMA,647454,Fernando,,Coyoacán,19.35416,-99.16488,Private room,1403,1,0,,,3,82,0,
165772,BEST 4BR 4 BH HOUSE IN S. MIGUEL CHAPULTEPEC,790208,Maria Jose,,Miguel Hidalgo,19.40826,-99.18659,Entire home/apt,4125,2,273,2021-09-25,2.15,6,294,6,
171109,Cool room near WTC and Metrobus,816295,Carlos,,Benito Juárez,19.39675,-99.17581,Private room,299,4,76,2021-11-28,0.80,2,357,5,
187745,Extraordinarily Spacious Apt. in Condesa,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,1856,2,24,2018-01-03,0.24,3,0,0,
204887,"Traditional neighborhood: Escandón, Condesa & Roma",998053,MaryJo,,Cuauhtémoc,19.4059,-99.17548,Entire home/apt,1200,3,27,2021-11-13,0.23,1,354,1,
217685,"Condesa, one of the best zones.",184410,Veronica,,Cuauhtémoc,19.40491,-99.17177,Entire home/apt,722,7,18,2021-12-13,0.22,1,140,10,
245507,TRENDY APARTMENT IN ZONA ROSA!! SUPER LOCATION!!,1288063,Francisco,,Cuauhtémoc,19.4236,-99.16979,Entire home/apt,1214,1,277,2021-12-04,2.23,2,348,5,
247543,"Independent studio, top location",1297488,Petra,,Cuauhtémoc,19.43516,-99.13806,Private room,619,3,80,2020-02-24,0.66,3,318,0,
252618,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,,Cuauhtémoc,19.41472,-99.15602,Private room,350,5,16,2017-09-30,0.13,4,0,0,
256555,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Maria Jose,,Miguel Hidalgo,19.40663,-99.18653,Entire home/apt,4125,2,285,2021-11-08,2.33,6,293,16,
271048,Great location in Mexico City!,1417206,Ma. Carmen,,Miguel Hidalgo,19.42485,-99.17797,Entire home/apt,1865,5,13,2018-02-01,0.11,1,300,0,
276504,High End Condo with golf package,1444589,Michael,,Iztacalco,19.38061,-99.12729,Entire home/apt,2063,7,0,,,1,365,0,
281134,COOL PENT HOUSE APARTMENT @CONDESA,196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41108,-99.17634,Hotel room,3150,1,7,2019-10-05,0.08,10,359,0,
287940,Furnished lovely cozy studio,1497087,Penelope,,Cuauhtémoc,19.41241,-99.1753,Entire home/apt,619,1,333,2021-12-05,3.27,10,306,36,
291804,A nice room with great location,1511568,Luis Ernesto,,Benito Juárez,19.36305,-99.15412,Private room,619,2,0,,,1,365,0,
298873,"The ""home"" feeling in Mexico City!",1539548,Paulina,,Cuauhtémoc,19.43358,-99.14452,Entire home/apt,1547,3,120,2019-11-03,1.02,1,327,0,
323030,Comfy in the Middle of La Condesa,970609,Morgana & Omar,,Cuauhtémoc,19.41368,-99.17907,Entire home/apt,825,2,181,2021-08-31,1.53,1,300,4,
324769,2Room new apartment in modern complex,1661848,David,,Miguel Hidalgo,19.45906,-99.19071,Entire home/apt,722,5,38,2021-12-04,0.36,1,352,3,
325812,"Confortable private room, downtown Mexico City.",1666388,Angeles (Anjali),,Cuauhtémoc,19.43319,-99.14665,Private room,516,4,107,2020-09-19,1.12,1,180,0,
326296,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,309,2,193,2021-01-27,1.80,2,209,2,
326475,Room in Contemporary chic apartment- Top location,1670032,Maria Isabel,,Cuauhtémoc,19.41444,-99.15734,Private room,590,2,108,2021-11-20,1.33,1,75,13,
329776,Habitación Verde.,1683373,Miguel,,Tlalpan,19.2751,-99.17757,Private room,289,2,15,2019-05-31,0.28,5,363,0,
331788,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,Sandro & Ines,,Cuauhtémoc,19.41975,-99.17341,Entire home/apt,1588,3,337,2020-03-07,2.83,1,87,0,
350079,beautiful furnished room Rome area,1773936,Elizabeth,,Cuauhtémoc,19.40639,-99.16686,Private room,1134,5,0,,,1,365,0,
357324,Recámara luminosa y jardín,1808252,Sara,,Miguel Hidalgo,19.40237,-99.24315,Private room,2061,1,0,,,1,365,0,
362583,Modern 2 Bedroom Apt. Near Reforma,1832239,Maria  & Jennifer,,Cuauhtémoc,19.43165,-99.17132,Entire home/apt,1629,2,28,2021-11-27,0.26,1,310,10,
370092,Condesa Roma WTC Loft,618769,Ricardo,,Cuauhtémoc,19.40213,-99.16924,Entire home/apt,564,1,349,2021-12-09,2.95,4,336,35,
375032,DISTRITO CONDESA B&B  relax enjoy,1886913,Distrito Condesa,,Cuauhtémoc,19.4075,-99.17561,Private room,1350,1,48,2021-11-08,0.41,10,358,3,
382712,SALUDOS MI NOMBRE ES FERNANDO,1918084,Fernando,,Miguel Hidalgo,19.45684,-99.17179,Private room,700,1,0,,,1,365,0,
395446,Cool apartment with  the Best Roof Top in Condesa,899360,Julian,,Cuauhtémoc,19.41068,-99.17732,Entire home/apt,2157,14,14,2021-10-11,0.13,3,8,2,
419110,Comfy clean Roøm @Cozy apartment,2084312,Sara,,Cuauhtémoc,19.41017,-99.17886,Private room,681,3,53,2019-11-04,0.80,1,88,0,
454077,Explore the City's Historic Center,2256144,Fernanda,,Cuauhtémoc,19.42454,-99.13845,Private room,516,1,2,2017-09-16,0.02,1,365,0,
454693,"Condesa, ideal for tourism or remote work",1601561,Sylvia Eugenia,,Cuauhtémoc,19.40836,-99.1733,Entire home/apt,1632,3,233,2021-11-14,2.03,1,271,12,
456242,Nice and cozy room with terrace!!!!,1767559,Anna,,La Magdalena Contreras,19.33036,-99.21737,Private room,825,3,2,2015-07-08,0.02,2,239,0,
458808,Departamento  Roma Norte- Sanitizado,2281290,Suites,,Cuauhtémoc,19.42675,-99.1613,Entire home/apt,625,1,50,2021-11-19,0.67,46,343,31,
486913,Spacious 60´s / San Rafael-Reforma check in 24hrs,2409917,Darío,,Cuauhtémoc,19.43898,-99.16142,Entire home/apt,721,2,24,2021-12-15,0.21,3,363,1,
491412,Luxury Room for rent in Santa Fe area México City,2428947,Esther,,Miguel Hidalgo,19.38875,-99.24067,Private room,2714,7,0,,,1,53,0,
499553,"Deluxe 4-BR penthouse, views, historic center",1297488,Petra,,Cuauhtémoc,19.43621,-99.13874,Entire home/apt,3857,3,23,2019-12-08,0.20,3,305,0,
501037,The best cheap flat in La Condesa!!,1364145,Humberto,,Cuauhtémoc,19.41578,-99.17425,Entire home/apt,1100,5,72,2021-11-27,0.63,2,85,15,
517503,Nice big room near airport,2547499,Irma,,Venustiano Carranza,19.43784,-99.07903,Private room,399,1,184,2021-12-21,4.06,3,338,40,
521867,Beautiful  bedroom in Mexico City near Sta Fe,2566613,Flor,,Álvaro Obregón,19.38552,-99.22276,Private room,515,2,0,,,1,87,0,
527473,Roma Condesa Espectacular Home,158585,Fernando,,Cuauhtémoc,19.41887,-99.17333,Entire home/apt,4125,2,223,2021-12-07,1.96,1,198,42,
544105,"Close to Carso/Antara, cozy place, great location!",2674950,Elizabeth,,Miguel Hidalgo,19.4418,-99.20095,Private room,780,2,31,2021-11-28,0.57,1,66,7,
567176,Un descanso en CDMX,2336127,Ana Karen,,Cuauhtémoc,19.45595,-99.15944,Private room,210,7,24,2020-01-18,0.31,1,269,0,
571166,MODERN/HIP FURNISHED APARTMENT ( S1 Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41346,-99.1775,Hotel room,2940,1,1,2019-02-08,0.03,10,299,0,
579534,"""Frida"" beautiful Private Room",1326107,Jacqueline,,Cuauhtémoc,19.41269,-99.15512,Private room,485,5,8,2017-03-02,0.08,4,328,0,
583039,"historic center, balcony overlooking the city 12D",2872228,Bruce,,Cuauhtémoc,19.43374,-99.14616,Entire home/apt,1556,3,53,2021-04-18,0.48,6,227,2,
607833,Apartment close to the Basílica.,1849414,Omar,,Gustavo A. Madero,19.48321,-99.11241,Private room,412,3,6,2016-06-01,0.06,1,87,0,
608312,Trendy Condesa nice room for rent..,1969996,Gloria,,Cuauhtémoc,19.40711,-99.17567,Private room,846,2,28,2018-06-22,0.26,3,358,0,
609012,Beautiful appartement on Reforma,2944126,Dacio,,Cuauhtémoc,19.43221,-99.15708,Entire home/apt,1547,4,24,2020-03-30,0.21,1,270,0,
613181,90m2 / Mexico City's Hist. downtown,3040937,Jano,,Cuauhtémoc,19.43826,-99.1366,Entire home/apt,1362,3,175,2021-12-03,1.53,2,350,8,
617137,Apt near Mexico City's downtown,3059169,Andoni,,Cuauhtémoc,19.44614,-99.15868,Shared room,2063,1,0,,,1,365,0,
628081,"Sunny comfy flat,great location!",2991302,Laura,,Cuauhtémoc,19.41936,-99.17281,Entire home/apt,1842,3,249,2021-11-04,2.26,2,179,15,
640803,"Juan O'Gorman House - Studio,",3200155,Paulina,,Álvaro Obregón,19.35106,-99.19789,Entire home/apt,6761,4,22,2017-05-19,0.20,2,295,0,
642797,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,,Miguel Hidalgo,19.41499,-99.18215,Entire home/apt,12375,21,91,2021-11-12,0.83,3,297,2,
654040,Private room in nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44232,-99.18332,Private room,598,3,1,2016-08-03,0.02,2,365,0,
654106,1 private room in a nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44216,-99.18382,Private room,598,5,1,2013-12-21,0.01,2,365,0,
655422,"Comfortable and luminous house, 3 levels, 1-10 prs",3299226,Carlos,,Venustiano Carranza,19.41417,-99.11566,Entire home/apt,1649,2,73,2021-07-12,0.64,1,178,6,
691019,Modern Complex in Historic District⭐️,3531879,Gonzalo & Sandra,,Cuauhtémoc,19.43048,-99.14461,Entire home/apt,1238,21,256,2021-10-28,2.28,3,307,7,
696031,Simple y Práctico a 2 cuadras de Polanco,3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.44226,-99.18406,Entire home/apt,1238,30,145,2021-04-05,1.33,3,327,1,
696037,"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.4418,-99.18402,Entire home/apt,1444,24,36,2021-11-16,0.32,3,279,1,
712611,New Home sweet Home Roma/Condesa,3648353,Eduardo,,Cuauhtémoc,19.41046,-99.16409,Entire home/apt,928,3,170,2020-11-02,1.56,1,18,0,
728372,Casa Indigo in the Center DF groups until 29 Pers,3777702,Abraham,,Cuauhtémoc,19.44222,-99.14461,Entire home/apt,2888,1,112,2021-11-30,1.01,6,274,11,
729898,HEART OF CONDESA  ART DECO BUILDING,1288063,Francisco,,Cuauhtémoc,19.41226,-99.16594,Entire home/apt,1320,1,328,2021-12-09,2.99,2,219,44,
737328,Business Suite BEIGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Hotel room,1341,2,22,2021-01-02,0.20,10,346,1,
741557,Business Suite ORANGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Entire home/apt,1134,2,6,2017-12-21,0.05,10,365,0,
758602,In the best location in Mexico,3996052,Ivonne,,Benito Juárez,19.37696,-99.18097,Private room,700,1,0,,,1,363,0,
760912,"Stylish bachelor pad in La Roma, DF",3817743,Max,,Cuauhtémoc,19.40891,-99.16083,Private room,825,1,5,2016-01-30,0.05,1,363,0,
773150,LOVELY LITTLE HOUSE COYOACAN,4079778,Rosa Maria,,Coyoacán,19.34419,-99.16083,Entire home/apt,928,3,12,2018-11-19,0.12,3,328,0,
783080,Nice quiet room in a lovely house!!,1767559,Anna,,La Magdalena Contreras,19.33009,-99.21418,Private room,618,1,1,2015-06-26,0.01,2,189,0,
783480,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,Janet,,Cuajimalpa de Morelos,19.35379,-99.28459,Private room,500,2,27,2019-11-30,0.29,2,362,0,
796477,Classic but Modern Apartment in Condesa,4195771,Jair,,Cuauhtémoc,19.41824,-99.1756,Private room,619,3,143,2021-11-27,1.67,1,347,3,
817291,Live Mexico City Like a Small Town,4017148,Alberto & Lu,,Benito Juárez,19.38468,-99.17708,Entire home/apt,928,4,61,2021-10-31,0.56,1,264,1,
822005,AMAZING LOFT in the heart of CDMX,4316391,Alejandro,,Miguel Hidalgo,19.40243,-99.17828,Entire home/apt,1370,4,50,2021-11-09,0.49,1,350,2,
824016,Suite 5 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,900,30,46,2019-11-07,0.45,6,303,0,
826691,Suite 7 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,850,180,18,2019-05-11,0.18,6,362,0,
826760,Suite 12 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,971,4,17,2020-03-15,0.16,6,85,0,
828714,Apartment with Internet & 2 cable TV's,4344353,Miriam,,Coyoacán,19.34183,-99.15533,Entire home/apt,618,1,25,2018-05-21,0.39,1,344,0,
832805,ROOMS CASA INDIGO WITH TERRACE AT CITY CENTER,3777702,Abraham,,Cuauhtémoc,19.44262,-99.14566,Private room,454,1,124,2021-11-10,1.13,6,318,1,
844818,Well located on calm neighborhood,4410326,Fernando,,Benito Juárez,19.38336,-99.18197,Private room,460,2,8,2019-11-24,0.07,1,269,0,
858277,"Beautiful, Big apartment, Condesa,",3200155,Paulina,,Cuauhtémoc,19.41319,-99.1758,Entire home/apt,1959,2,136,2020-03-03,1.24,2,201,0,
865012,Business Suite RED near Reforma Av.,3850198,Hermann,,Cuauhtémoc,19.43078,-99.17011,Hotel room,1134,2,30,2020-04-23,0.28,10,359,0,
868843,Business Suite PURPLE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43068,-99.17007,Hotel room,1031,2,36,2021-12-18,0.40,10,353,1,
868986,Business Suite BLUE near Reforma Av,3850198,Hermann,,Cuauhtémoc,19.4306,-99.17074,Entire home/apt,1031,2,18,2021-01-08,0.17,10,365,2,
869063,Business Suite BLACK near Reforma,3850198,Hermann,,Cuauhtémoc,19.43052,-99.17003,Hotel room,1341,2,18,2020-09-20,0.25,10,362,0,
883511,Cozy House with Roofterrace group 29 pax Center DF,3777702,Abraham,,Cuauhtémoc,19.44207,-99.14797,Entire home/apt,2888,1,196,2021-12-16,1.81,6,274,26,
898633,"1 bedroom apt BEST location, BALCONY, ROOFTOP 50Mb",4796027,Marco,,Cuauhtémoc,19.42063,-99.16586,Entire home/apt,4125,3,50,2021-12-20,0.47,2,332,2,
913084,15 blocks from Paseo de la Reforma,4647293,Martina,,Miguel Hidalgo,19.43956,-99.17263,Entire home/apt,724,2,124,2021-12-11,1.18,2,335,12,
931771,"Room in Mexico City, Coyoacan.",5019262,Bruni,,Coyoacán,19.3275,-99.14288,Private room,289,1,2,2019-07-03,0.07,1,365,0,
939721,Radiant Apartment with Terrace in Roma Norte,4821807,Alex,,Cuauhtémoc,19.42288,-99.15488,Entire home/apt,1562,3,431,2021-12-13,4.06,4,309,28,
997247,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,,Cuauhtémoc,19.41434,-99.15857,Entire home/apt,1650,2,386,2021-12-04,3.68,1,263,39,
1007174,Private en suite in City house,5540061,Julian,,Cuauhtémoc,19.43817,-99.15466,Private room,825,3,9,2017-10-01,0.09,1,364,0,
1011428,PLAZA DEL ARCÁNGEL EN SAN ÁNGEL,5307709,Rosa María,,Álvaro Obregón,19.34406,-99.19413,Entire home/apt,7215,7,16,2021-09-03,0.15,1,302,1,
1013504,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,289,2,47,2021-02-15,0.48,2,178,1,
1019309,"Polanco, Plaza Carso, HBO/55 mb internet/pool/gym",3151394,Monica,,Miguel Hidalgo,19.44325,-99.20191,Entire home/apt,2237,2,71,2021-09-18,0.80,2,169,3,
1022380,Feel the Magic of Mexico City from this Duplex Loft,421282008,Sebastián,,Cuauhtémoc,19.43271,-99.13857,Entire home/apt,1238,1,299,2021-12-11,2.82,6,277,15,
1051636,Chilango chic: room in cozy apartment Condesa DF,1809694,Deborah,,Cuauhtémoc,19.40592,-99.1691,Private room,804,2,25,2021-11-07,0.24,1,307,2,
1066945,"Villa Alfonsina, Heart of Coyoacan",5870021,Héctor,,Coyoacán,19.35445,-99.16251,Private room,1500,1,143,2018-09-22,1.45,5,356,0,
1087636,Apartment at south of Mexico city,5975456,Pamela,,Coyoacán,19.30523,-99.18356,Private room,450,1,26,2019-11-29,0.30,1,362,0,
1107979,Bedroom for rent,6083480,Juan Carlos,,Iztapalapa,19.32227,-99.09046,Private room,303,1,1,2017-02-25,0.02,1,365,0,
1130658,"Comfort, convenience & security, all in one place",6203086,Jose,,Benito Juárez,19.36809,-99.17821,Entire home/apt,890,2,25,2021-11-21,0.25,4,365,10,
1135302,"Location & security, double bedroom apartment",6203086,Jose,,Benito Juárez,19.36613,-99.17831,Private room,450,2,8,2021-08-16,0.11,4,365,1,
1164876,Beautiful designer artists home..,212109,Trisha,,Coyoacán,19.35164,-99.15289,Entire home/apt,5053,10,6,2017-12-30,0.06,3,0,0,
1167552,"Cuarto Amplio con Estudio, Roma DF.",6393641,José,,Cuauhtémoc,19.41317,-99.15735,Private room,619,2,111,2021-12-04,1.07,1,77,7,
1170780,"Renew Room, near to Condesa",6409883,Pato,,Benito Juárez,19.39129,-99.1888,Private room,433,3,17,2019-04-28,0.18,2,239,0,
1187817,Suite 1 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,900,120,50,2018-11-24,0.48,6,327,0,
1211383,Room & bathroom in great house!,212109,Trisha,,Coyoacán,19.355,-99.16181,Private room,1031,5,20,2020-02-28,0.20,3,177,0,
1226234,Cosy apartment in Polanco near park,6688806,Anne,,Miguel Hidalgo,19.42948,-99.19179,Entire home/apt,1819,7,22,2021-07-20,0.28,1,28,1,
1283294,♡ 50%Off 150 mbps Reforma Gym Front US Embassy,5755202,Andres,,Cuauhtémoc,19.42801,-99.16467,Entire home/apt,3550,1,131,2021-12-13,1.35,40,75,13,
1286695,"Comfortable, beautiful and convenient pied à terre",6998716,Maria,,Miguel Hidalgo,19.43514,-99.18361,Entire home/apt,928,4,23,2021-11-16,0.36,1,294,4,
1288566,Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,540705,Andrea,,Miguel Hidalgo,19.43179,-99.19426,Entire home/apt,3498,4,61,2021-12-14,0.86,3,316,23,
1309198,¡ Hermosa habitación en la Ciudad de México !,7116734,Mafer,,Coyoacán,19.34356,-99.1286,Private room,300,3,1,2018-08-10,0.02,4,300,0,
1323378,Apt in perfect location WTC/Condesa ¡Welcome!,1989370,Oscar,,Benito Juárez,19.39084,-99.16981,Entire home/apt,920,5,11,2021-12-17,0.11,1,262,2,
1324525,Comfortable stay at sunny flat,7189850,Monica,,Benito Juárez,19.38366,-99.16569,Private room,500,1,3,2015-12-24,0.04,1,239,0,
1335688,Big Room private bathroom & balcony,7242746,Eduardo,,Álvaro Obregón,19.361,-99.19862,Private room,600,1,45,2020-03-09,0.47,1,0,0,
1344188,WTC Panoramic Penthouse room w/own bath,7271395,Miguel Angel,,Benito Juárez,19.39219,-99.17705,Private room,82891,3,214,2021-11-07,2.19,1,29,1,
1355591,PRIVATE AND COZY ROOM IN THE HEART OF CONDESA.,7357619,Marcela,,Cuauhtémoc,19.41002,-99.17657,Private room,450,1,0,,,1,82,0,
1363110,"Hermosa recámara, cerca La Condesa",6409883,Pato,,Benito Juárez,19.39165,-99.18885,Private room,433,3,26,2018-11-12,0.26,2,239,0,
1369572,"Cozy, chic & peaceful  apartment.",7427682,Julia,,Benito Juárez,19.38148,-99.18216,Private room,600,3,0,,,1,364,0,
1378164,Prívate apartment next to public transport,2492211,Daniel,,Benito Juárez,19.39829,-99.13817,Entire home/apt,420,20,35,2020-12-31,0.87,1,178,1,
1380783,Chic Room in Luxury Polanco,7477163,Rodrigo,,Miguel Hidalgo,19.42903,-99.19238,Private room,2577,2,116,2019-05-29,1.19,1,365,0,
1403168,Habitación disponible,7569372,Paola,,Miguel Hidalgo,19.40288,-99.17884,Private room,667,2,1,2020-02-26,0.04,1,365,0,
1403218,HOUSE INDIGO IN THE CEN. OF MEX CITY,3777702,Abraham,,Cuauhtémoc,19.44324,-99.14649,Private room,2888,1,162,2021-01-11,1.64,6,318,1,
1404363,SPOTLESS beautiful sunny loft in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.38015,-99.17402,Entire home/apt,1100,3,122,2021-11-23,1.20,1,228,18,
1411454,Modern Suite in Roma Mansion,7609684,Juan Carlos,,Cuauhtémoc,19.41701,-99.1658,Entire home/apt,1500,3,272,2021-12-05,2.68,3,112,17,
1412623,HABITACIÓN en la mejor ubicación de REFORMA,7615420,Benjamin,,Cuauhtémoc,19.43047,-99.16267,Private room,304,2,136,2021-12-10,3.04,2,5,49,
1429120,Great location & security single bedroom Apartment,6203086,Jose,,Benito Juárez,19.36926,-99.1804,Private room,320,2,23,2021-09-07,0.23,4,365,1,
1441365,Fancy Furnished Apartment & Great Location,7738527,Viridiana,,Cuauhtémoc,19.42029,-99.17323,Entire home/apt,1547,4,87,2021-11-15,0.90,2,356,10,
1441434,For foreign business guest+WiFi+Spa+Pool+Jacuzzi+,7740056,Mireya Cristina,,Cuauhtémoc,19.42910150126109,-99.16076298436658,Entire home/apt,2183,2,205,2020-02-15,2.01,4,91,0,
1455119,Quiet and beautiful room Xochimilco,3941419,Luis Mario,,Xochimilco,19.27306,-99.12111,Private room,816,1,0,,,1,365,0,
1462549,Charming loft near Reforma Ave.,7838265,Ernesto,,Miguel Hidalgo,19.42833,-99.17634,Entire home/apt,1053,5,70,2021-12-06,0.69,9,45,8,
1476127,Habitación  Frida - design penthouse CDMX-100Mbps,7900007,Lety Y Richard,,Benito Juárez,19.38021,-99.16878,Private room,671,1,175,2021-12-23,1.73,2,359,13,
1483498,"Sunny, Peaceful & Beauty  Apt / 2rooms 1.5 baths",7936694,Luz,,Cuauhtémoc,19.4144,-99.17742,Entire home/apt,1073,2,199,2021-12-17,1.97,1,86,9,
1483664,Short/Long Term near Coyoacan&Cntr Nat delas Artes,6373011,La Casita DF,,Iztapalapa,19.35796,-99.12219,Private room,618,30,3,2018-10-29,0.06,2,365,0,
1511307,PASEO DE LA REFORMA&GYM&FREEPOOL,110218260,Elizabeth,,Cuauhtémoc,19.43335,-99.15476,Entire home/apt,1444,2,317,2021-11-21,3.17,2,352,22,
1555819,New Suite in Vintage Home in Roma/Condesa,8282570,Thomas,,Cuauhtémoc,19.41709,-99.16603,Entire home/apt,1557,3,267,2021-12-15,2.64,3,126,21,
1565220,Descansa en la Suite de la Abuelita San Angel CDMX,2518152,Martha Y Pancho,,Álvaro Obregón,19.34735,-99.19016,Hotel room,2900,1,23,2018-06-02,0.23,7,365,0,
1627630,Recline on the Terrace of this 1920s Art Nouveau Mansion,8282570,Thomas,,Cuauhtémoc,19.41501,-99.16565,Entire home/apt,1557,3,251,2021-12-23,2.50,3,128,23,
1635595,Stylish home in the heart of Mexico City,8686853,Marina,,Cuauhtémoc,19.43149,-99.165543,Entire home/apt,1836,1,1,2021-12-23,1,1,132,1,
1644188,Fabulous Apt heart of Polanco!,8714971,Sandra,,Miguel Hidalgo,19.43058,-99.19184,Entire home/apt,2578,7,11,2015-06-29,0.11,1,362,0,
1656382,Habitación individual c baño propio,796221,Karla,,Cuauhtémoc,19.41095,-99.18215,Private room,1320,1,0,,,1,365,0,
1662282,Roma Norte apt. sleeps 2 (-4),4378849,Gregor,,Cuauhtémoc,19.4154,-99.15701,Entire home/apt,1238,10,51,2021-08-05,0.51,1,273,2,
1676923,Two Floor apartment in Porfirian Town House,18979393,Eva,,Cuauhtémoc,19.41919,-99.15894,Entire home/apt,1753,2,235,2021-11-27,2.41,1,303,39,
1689161,"Cozy apartment in Condesa, Mexico",8879557,Ana & Javier,,Cuauhtémoc,19.41147,-99.17284,Entire home/apt,1299,2,112,2021-12-07,1.14,1,310,10,
1727725,"Descansa en la suite del geógrafo, San Angel CDMX",2518152,Martha Y Pancho,,Álvaro Obregón,19.34923,-99.19307,Private room,2200,1,31,2019-11-17,0.31,7,365,0,
1732906,Cuarto amplio frente WTC-Pepsi Center Cdmx Nápoles,9129826,María,,Benito Juárez,19.394831,-99.175827,Private room,450,1,28,2021-12-19,9.23,2,79,28,
1736063,"Cómodo Estudio del Botánico, San Angel CDMX",2518152,Martha Y Pancho,,Álvaro Obregón,19.34723,-99.19396,Hotel room,1800,1,34,2019-03-04,0.36,7,344,0,
1768385,Amazing location /  Behind Hilton Hotel,1004821,Angela,,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,1193,2,248,2021-11-30,2.56,8,150,58,
1797749,40's Apartment downtown Mexico City,1498570,Manuel,,Cuauhtémoc,19.41143,-99.16533,Entire home/apt,1782,2,78,2021-12-23,0.80,1,335,10,
1798108,Near park Mexico. Brilliant and renovated flat!,1595855,Yahir,,Cuauhtémoc,19.41638,-99.16868,Entire home/apt,1800,5,8,2021-05-09,0.08,1,299,2,
1826212,nice apartment in colonia del Valle,9556116,Raquel,,Benito Juárez,19.38089,-99.17245,Entire home/apt,1000,5,91,2021-11-19,0.93,1,349,2,
1850394,DESIGN PH 2bed PRIVATE ROOF GARDEN,9664207,Francisco,,Cuauhtémoc,19.43122,-99.15562,Entire home/apt,2080,2,255,2021-11-14,2.62,2,82,6,
1869809,Luminoso departamento muy bien ubicado y tranquilo,8793173,Mercedes,,Benito Juárez,19.36823,-99.18607,Entire home/apt,700,10,2,2021-07-25,0.31,1,142,2,
1877286,50% Off 150 Mbps Exclusive Suite step Condesa Roma,5755202,Andres,,Cuauhtémoc,19.42804,-99.16463,Entire home/apt,5127,1,99,2021-12-12,1.03,40,63,10,
1919273,"Bonito, roma norte, ubicadísimo",9949877,Dalia,,Cuauhtémoc,19.42048,-99.16697,Private room,400,2,78,2021-07-25,0.83,2,339,3,
1919310,"Great location, nice apartment",9949877,Dalia,,Cuauhtémoc,19.42242,-99.16823,Private room,350,2,141,2021-09-15,1.45,2,338,1,
1919438,Great 1920's Brownstone La Juárez,3494399,Rodrigo,,Cuauhtémoc,19.42048,-99.15678,Entire home/apt,2063,2,207,2021-12-08,2.11,1,349,21,
1920070,Mountain Oasis surrender by trees,9953466,Gabriela,,Tlalpan,19.24444,-99.17044,Private room,424,1,3,2019-10-27,0.06,1,365,0,
